
Pos,,Conf,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Tkl,Sk,Int,All-pro teams
FB,John Kuhn,Carter,GNB,32,8,16,2,0,0,0,0,0,24,85,1,4,23,0,1,0.0,0,Associated Press: 1st Team All-NFL
FB,Marcel Reece,Irvin,OAK,29,6,15,15,0,0,0,0,0,21,85,0,37,265,1,4,0.0,0,
WR,Antonio Brown,Carter,PIT,26,4,16,16,2,2,20,1,0,4,13,0,129,1698,13,2,0.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
WR,Dez Bryant%,,DAL,26,4,16,16,0,0,0,0,0,0,0,0,88,1320,16,1,0.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 2nd Team All-NFL
WR,Matt Slater%,,NWE,29,6,16,0,0,0,0,0,0,0,0,0,0,0,0,14,0.0,0,Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
WR,Odell Beckham+,Irvin,NYG,22,Rook,12,11,0,1,0,0,0,7,35,0,91,1305,12,3,0.0,0,Pro Football Focus: 1st Team All-NFL
WR,Emmanuel Sanders+,Irvin,DEN,27,4,16,16,0,0,0,0,0,8,44,0,101,1404,9,1,0.0,0,Pro Football Focus: 1st Team All-NFL
WR,Jordy Nelson,Carter,GNB,29,6,16,16,0,0,0,0,0,0,0,0,98,1519,13,1,0.0,0,Associated Press: 2nd Team All-NFL
Pro Football Focus: 2nd Team All-NFL
WR,Randall Cobb+,Irvin,GNB,24,3,16,16,0,0,0,0,0,11,37,0,91,1287,12,1,0.0,0,Pro Football Focus: 2nd Team All-NFL
WR,Demaryius Thomas%,,DEN,27,4,16,16,0,0,0,0,0,0,0,0,111,1619,11,2,0.0,0,Associated Press: 2nd Team All-NFL
WR,A.J. Green,Carter,CIN,26,3,13,13,0,0,0,0,0,2,2,0,69,1041,6,1,0.0,0,
WR,Devin Hester,Carter,ATL,32,8,16,1,0,0,0,0,0,6,36,1,38,504,2,1,0.0,0,
WR,T.Y. Hilton,Carter,IND,25,2,15,15,0,0,0,0,0,2,20,0,82,1345,7,1,0.0,0,
WR,Calvin Johnson%,,DET,29,7,13,13,0,0,0,0,0,0,0,0,71,1077,8,2,0.0,0,
WR,Julio Jones%,,ATL,25,3,15,15,0,0,0,0,0,1,1,0,104,1593,6,3,0.0,0,
WR,Golden Tate+,Irvin,DET,26,4,16,16,0,0,0,0,0,5,30,0,99,1331,4,3,0.0,0,
TE,Rob Gronkowski%,,NWE,25,4,15,10,0,0,0,0,0,0,0,0,82,1124,12,0,0.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
TE,Greg Olsen,Carter,CAR,29,7,16,16,0,0,0,0,0,0,0,0,84,1008,6,1,0.0,0,Pro Football Focus: 2nd Team All-NFL
TE,Martellus Bennett+,Carter,CHI,27,6,16,15,0,0,0,0,0,0,0,0,90,916,6,1,0.0,0,
TE,Jimmy Graham,Irvin,NOR,28,4,16,13,0,0,0,0,0,0,0,0,85,889,10,1,0.0,0,
TE,Julius Thomas%,,DEN,26,3,13,10,0,0,0,0,0,0,0,0,43,489,12,3,0.0,0,
TE,Jason Witten+,Irvin,DAL,32,11,16,16,0,0,0,0,0,0,0,0,64,703,5,3,0.0,0,
LT,Joe Thomas,Irvin,CLE,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
LT,Ryan Clady,Carter,DEN,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
T,Jason Peters%,,PHI,32,10,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,Associated Press: 2nd Team All-NFL
Pro Football Focus: 1st Team All-NFL
T,Duane Brown+,Carter,HOU,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
T,Trent Williams%,,WAS,26,4,15,15,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
LG,Josh Sitton,Carter,GNB,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,Associated Press: 2nd Team All-NFL
Pro Football Writers: 1st Team All-NFL
LG,Kyle Long,Irvin,CHI,26,1,15,15,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0,Associated Press: 2nd Team All-NFL
G,Zack Martin,Irvin,DAL,24,Rook,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,Associated Press: 1st Team All-NFL
G,Jahri Evans%,,NOR,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
G,Mike Iupati%,,SFO,27,4,15,15,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,
G,Evan Mathis+,Carter,PHI,33,9,9,9,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
C,Travis Frederick,Irvin,DAL,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 2nd Team All-NFL
Associated Press: 2nd Team All-NFL
C,Nick Mangold,Irvin,NYJ,30,8,15,15,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,Pro Football Focus: 1st Team All-NFL
C,Maurkice Pouncey,Carter,PIT,25,4,16,16,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0,Associated Press: 1st Team All-NFL
C,Jason Kelce,Carter,PHI,27,3,12,12,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,
RG,Marshal Yanda,Irvin,BAL,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
RG,Mike Pouncey+,Carter,MIA,25,3,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
RT,Tyron Smith,Irvin,DAL,24,3,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
RT,Joe Staley,Carter,SFO,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
DE,J.J. Watt,Carter,HOU,25,3,16,16,0,0,0,0,0,0,0,0,3,4,3,59,20.5,1,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
DE,Mario Williams,Carter,BUF,29,8,16,16,0,0,0,0,0,0,0,0,0,0,0,36,14.5,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
DE,Cameron Wake,Irvin,MIA,32,5,16,16,0,0,0,0,0,0,0,0,0,0,0,31,11.5,0,Associated Press: 2nd Team All-NFL
Pro Football Focus: 2nd Team All-NFL
DE,Calais Campbell,Carter,ARI,28,6,14,14,0,0,0,0,0,0,0,0,0,0,0,48,7.0,1,Associated Press: 2nd Team All-NFL
DE,Robert Quinn,Irvin,STL,24,3,16,16,0,0,0,0,0,0,0,0,0,0,0,39,10.5,0,
DE,DeMarcus Ware,Irvin,DEN,32,9,16,15,0,0,0,0,0,0,0,0,0,0,0,37,10.0,1,
DT,Marcell Dareus,Carter,BUF,25,3,15,15,0,0,0,0,0,0,0,0,0,0,0,35,10.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
DT,Ndamukong Suh%,,DET,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,46,8.5,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 2nd Team All-NFL
DT,Aaron Donald,Irvin,STL,23,Rook,16,12,0,0,0,0,0,0,0,0,0,0,0,37,9.0,0,Pro Football Focus: 1st Team All-NFL
DT,Sheldon Richardson+,Irvin,NYJ,24,1,16,16,0,0,0,0,0,0,0,0,0,0,0,42,8.0,0,Pro Football Focus: 1st Team All-NFL
DT,Gerald McCoy%,,TAM,26,4,13,13,0,0,0,0,0,0,0,0,0,0,0,28,8.5,0,Associated Press: 2nd Team All-NFL
DT,Geno Atkins+,Irvin,CIN,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,22,3.0,0,
DT,Kyle Williams,Carter,BUF,31,8,15,15,0,0,0,0,0,0,0,0,0,0,0,31,5.5,1,
NT,Dontari Poe,Carter,KAN,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,38,6.0,0,
OLB,Von Miller,Irvin,DEN,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,48,14.0,0,Associated Press: 2nd Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 2nd Team All-NFL
OLB,Elvis Dumervil,Irvin,BAL,30,8,16,2,0,0,0,0,0,0,0,0,0,0,0,29,17.0,0,Associated Press: 1st Team All-NFL
OLB,Connor Barwin,Carter,PHI,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,47,14.5,0,Associated Press: 2nd Team All-NFL
OLB,Clay Matthews,Irvin,GNB,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,52,11.0,1,Associated Press: 2nd Team All-NFL
OLB,Tamba Hali,Carter,KAN,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,47,6.0,0,
ILB,Lawrence Timmons,Carter,PIT,28,7,16,16,0,0,0,0,0,0,0,0,0,0,0,90,2.0,0,Associated Press: 2nd Team All-NFL
ILB,D'Qwell Jackson+,Irvin,IND,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,96,4.0,0,
MLB,Luke Kuechly,Irvin,CAR,23,2,16,16,0,0,0,0,0,0,0,0,0,0,0,107,3.0,1,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
MLB,C.J. Mosley,Carter,BAL,22,Rook,16,16,0,0,0,0,0,0,0,0,0,0,0,99,3.0,2,Associated Press: 2nd Team All-NFL
LB,Justin Houston%,Carter,KAN,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,59,22.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
LB,Bobby Wagner%,,SEA,24,2,11,11,0,0,0,0,0,0,0,0,0,0,0,83,2.0,0,Associated Press: 1st Team All-NFL
CB,Darrelle Revis%,,NWE,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,44,0.0,2,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
CB,Vontae Davis,Irvin,IND,26,5,15,15,0,0,0,0,0,0,0,0,0,0,0,50,0.0,4,Pro Football Focus: 1st Team All-NFL
CB,Brent Grimes,Irvin,MIA,31,7,16,16,0,0,0,0,0,0,0,0,0,0,0,48,0.0,5,Associated Press: 2nd Team All-NFL
CB,Antonio Cromartie+,Carter,ARI,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,46,0.0,3,
CB,Joe Haden,Irvin,CLE,25,4,15,15,0,0,0,0,0,0,0,0,0,0,0,58,0.0,3,
CB,Patrick Peterson,Carter,ARI,24,3,16,16,0,0,0,0,0,0,0,0,0,0,0,48,1.0,3,
CB,Sam Shields+,Carter,GNB,27,4,14,14,0,0,0,0,0,0,0,0,0,0,0,36,0.0,2,
CB,Aqib Talib,Carter,DEN,28,6,15,15,0,0,0,0,0,0,0,0,0,0,0,58,1.0,4,
SS,Kam Chancellor%,,SEA,26,4,14,14,0,0,0,0,0,0,0,0,0,0,0,80,0.0,1,Associated Press: 2nd Team All-NFL
SS,Mike Adams+,Irvin,IND,33,10,16,16,0,0,0,0,0,0,0,0,0,0,0,77,0.0,5,
SS,Antoine Bethea+,Carter,SFO,30,8,16,16,0,0,0,0,0,0,0,0,0,0,0,71,1.0,4,
SS,Darrell Stuckey+,Irvin,SDG,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0,0,
SS,T.J. Ward,Irvin,DEN,28,4,15,15,0,0,0,0,0,0,0,0,0,0,0,62,2.0,2,
FS,Eric Weddle,Irvin,SDG,29,7,16,16,0,1,0,0,0,0,0,0,0,0,0,91,0.0,1,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
FS,Earl Thomas%,,SEA,25,4,16,16,0,0,0,0,0,0,0,0,0,0,0,88,0.0,1,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 2nd Team All-NFL
FS,Glover Quin,Carter,DET,28,5,16,16,0,0,0,0,0,0,0,0,0,0,0,58,0.0,7,Associated Press: 2nd Team All-NFL
Pro Football Focus: 2nd Team All-NFL
FS,Donte Whitner+,Carter,CLE,29,8,16,16,0,0,0,0,0,0,0,0,0,0,0,68,0.0,1,
LS,Jon Dorenbos,Irvin,PHI,34,11,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,Pro Football Focus: 1st Team All-NFL
LS,L.P. Ladouceur,Carter,DAL,33,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
DB,Richard Sherman%,,SEA,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,52,0.0,4,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 2nd Team All-NFL
DB,Chris Harris,Irvin,DEN,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,54,1.0,3,Associated Press: 2nd Team All-NFL
Pro Football Focus: 1st Team All-NFL
DB,Justin Bethel,Carter,ARI,24,2,16,0,0,0,0,0,0,0,0,0,0,0,0,22,0.0,0,Pro Football Focus: 1st Team All-NFL
DB,Tashaun Gipson%,,CLE,24,2,11,11,0,0,0,0,0,0,0,0,0,0,0,28,0.0,6,
K,Adam Vinatieri,Irvin,IND,42,18,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
K,Stephen Gostkowski%,,NWE,30,8,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,Associated Press: 2nd Team All-NFL
K,Cody Parkey+,Carter,PHI,22,Rook,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,
P,Pat McAfee,Carter,IND,27,5,16,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
P,Kevin Huber,Irvin,CIN,29,5,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
