
Pos,,Conf,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Tkl,Sk,Int,All-pro teams
WR,A.J. Green,Sanders,CIN,25,2,16,16,0,0,0,0,0,0,0,0,98,1426,11,3,0.0,0,Associated Press: 2nd Team All-NFL
WR,Demaryius Thomas%,,DEN,26,3,16,16,0,0,0,0,0,0,0,0,92,1430,14,2,0.0,0,Associated Press: 2nd Team All-NFL
WR,Andre Johnson%,,HOU,32,10,16,16,0,0,0,0,0,0,0,0,109,1407,5,6,0.0,0,Pro Football Focus: 2nd Team All-NFL
WR,Alshon Jeffery+,Rice,CHI,23,1,16,14,0,0,0,0,0,16,105,0,89,1421,7,4,0.0,0,
WR,Larry Fitzgerald+,Rice,ARI,30,9,16,16,0,1,0,0,0,2,8,0,82,954,10,4,0.0,0,
WR,Dez Bryant,Sanders,DAL,25,3,16,16,0,0,0,0,0,1,1,0,93,1233,13,1,0.0,0,
WR,DeSean Jackson+,Sanders,PHI,27,5,16,16,0,0,0,0,0,3,2,0,82,1332,9,1,0.0,0,
TE,Jimmy Graham,Rice,NOR,27,3,16,12,0,0,0,0,0,0,0,0,86,1215,16,3,0.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
TE,Vernon Davis%,,SFO,29,7,15,15,0,0,0,0,0,0,0,0,52,850,13,0,0.0,0,Associated Press: 2nd Team All-NFL
Pro Football Focus: 2nd Team All-NFL
TE,Tony Gonzalez+,Rice,ATL,37,16,16,16,0,0,0,0,0,0,0,0,83,859,8,1,0.0,0,
TE,Jordan Cameron,Sanders,CLE,25,2,15,14,0,0,0,0,0,0,0,0,80,917,7,1,0.0,0,
TE,Jason Witten+,Sanders,DAL,31,10,16,16,0,0,0,0,0,0,0,0,73,851,8,2,0.0,0,
TE,Julius Thomas%,,DEN,25,2,14,14,0,0,0,0,0,0,0,0,65,788,12,2,0.0,0,
T,Joe Thomas,Rice,CLE,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
T,Joe Staley%,,SFO,29,6,16,16,0,0,0,0,0,0,0,0,1,14,0,1,0.0,0,Associated Press: 2nd Team All-NFL
Pro Football Writers: 1st Team All-NFL
T,Jason Peters%,,PHI,31,9,16,16,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,Associated Press: 1st Team All-NFL
T,Tyron Smith,Rice,DAL,23,2,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,Associated Press: 2nd Team All-NFL
T,Trent Williams,Sanders,WAS,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,4,0.0,0,Pro Football Focus: 2nd Team All-NFL
T,Jordan Gross+,Rice,CAR,33,10,16,16,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,
T,Duane Brown+,Sanders,HOU,28,5,14,14,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,
T,Branden Albert,Sanders,KAN,29,5,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
G,Louis Vasquez%,,DEN,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
G,Evan Mathis+,Rice,PHI,32,8,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
G,Jahri Evans,Rice,NOR,30,7,14,14,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,Associated Press: 2nd Team All-NFL
G,Logan Mankins,Sanders,NWE,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,Associated Press: 2nd Team All-NFL
G,Kyle Long+,Sanders,CHI,25,Rook,16,16,0,0,0,0,0,0,0,0,1,-1,0,0,0.0,0,
G,Ben Grubbs,Rice,NOR,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
G,Marshal Yanda,Sanders,BAL,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
G,Mike Iupati%,,SFO,26,3,12,12,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,
C,Ryan Kalil,Rice,CAR,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
C,Alex Mack,Sanders,CLE,28,4,16,16,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,Associated Press: 2nd Team All-NFL
Pro Football Focus: 2nd Team All-NFL
C,Mike Pouncey,Sanders,MIA,24,2,14,14,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
C,Nick Mangold+,Rice,NYJ,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,
C,Max Unger%,,SEA,27,4,13,13,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,
DE,J.J. Watt,Sanders,HOU,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,65,10.5,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
DE,Robert Quinn,Rice,STL,23,2,16,16,0,0,0,0,0,0,0,0,0,0,0,50,19.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
DE,Greg Hardy,Sanders,CAR,25,3,16,13,0,0,0,0,0,0,0,0,0,0,0,40,15.0,0,Associated Press: 2nd Team All-NFL
Pro Football Focus: 2nd Team All-NFL
DE,Mario Williams,Sanders,BUF,28,7,16,16,0,0,0,0,0,0,0,0,0,0,0,28,13.0,0,Associated Press: 2nd Team All-NFL
DE,Cameron Wake,Rice,MIA,31,4,15,15,0,0,0,0,0,0,0,0,0,0,0,29,8.5,0,
DE,Cameron Jordan,Rice,NOR,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,29,12.5,0,
DT,Gerald McCoy,Sanders,TAM,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,35,9.5,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
DT,Ndamukong Suh,Sanders,DET,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,36,5.5,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 2nd Team All-NFL
DT,Marcell Dareus+,Rice,BUF,24,2,16,14,0,0,0,0,0,0,0,0,0,0,0,46,7.5,0,Pro Football Focus: 1st Team All-NFL
DT,Dontari Poe,Sanders,KAN,23,1,15,15,0,0,0,0,0,0,0,0,0,0,0,43,4.5,0,Associated Press: 2nd Team All-NFL
Pro Football Focus: 2nd Team All-NFL
DT,Justin Smith%,,SFO,34,12,16,16,0,0,0,0,0,0,0,0,0,0,0,32,6.5,0,Associated Press: 2nd Team All-NFL
DT,Kyle Williams,Rice,BUF,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,42,10.5,0,
DT,Jason Hatcher+,Rice,DAL,31,7,15,15,0,0,0,0,0,0,0,0,0,0,0,34,11.0,0,
DT,Haloti Ngata%,,BAL,29,7,15,15,0,0,0,0,0,0,0,0,0,0,0,23,1.5,0,
OLB,Robert Mathis,Rice,IND,32,10,16,16,0,0,0,0,0,0,0,0,0,0,0,44,19.5,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
OLB,Tamba Hali,Sanders,KAN,30,7,15,15,0,0,0,0,0,0,0,0,0,0,0,39,11.0,1,Associated Press: 2nd Team All-NFL
OLB,Justin Houston,Rice,KAN,24,2,11,11,0,0,0,0,0,0,0,0,0,0,0,40,11.0,0,Pro Football Focus: 2nd Team All-NFL
OLB,Ahmad Brooks%,,SFO,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,52,8.5,1,Associated Press: 2nd Team All-NFL
OLB,John Abraham,Rice,ARI,35,13,16,13,0,0,0,0,0,0,0,0,0,0,0,31,11.5,0,
OLB,Terrell Suggs,Sanders,BAL,31,10,16,16,0,0,0,0,0,0,0,0,0,0,0,47,10.0,0,
OLB,Brian Orakpo+,Sanders,WAS,27,4,15,15,0,0,0,0,0,0,0,0,0,0,0,43,10.0,1,
ILB,Luke Kuechly,Sanders,CAR,22,1,16,16,0,0,0,0,0,0,0,0,0,0,0,96,2.0,4,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
ILB,NaVorro Bowman%,,SFO,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,120,5.0,2,Associated Press: 1st Team All-NFL
Pro Football Focus: 2nd Team All-NFL
ILB,Patrick Willis%,,SFO,28,6,14,14,0,0,0,0,0,0,0,0,0,0,0,82,3.0,0,Pro Football Focus: 1st Team All-NFL
ILB,Vontaze Burfict,Rice,CIN,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,115,3.0,1,Associated Press: 2nd Team All-NFL
ILB,Paul Posluszny+,Sanders,JAX,29,6,15,15,0,0,0,0,0,0,0,0,0,0,0,122,3.0,2,
ILB,Derrick Johnson+,Rice,KAN,31,8,15,15,0,0,0,0,0,0,0,0,0,0,0,95,4.5,2,
CB,Patrick Peterson,Sanders,ARI,23,2,16,16,1,1,17,0,0,4,21,0,6,54,0,40,0.0,3,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 2nd Team All-NFL
CB,Richard Sherman%,,SEA,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,38,0.0,8,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 2nd Team All-NFL
CB,Brent Grimes,Sanders,MIA,30,6,16,16,0,0,0,0,0,0,0,0,0,0,0,52,0.0,4,Pro Football Focus: 1st Team All-NFL
CB,Darrelle Revis,Sanders,TAM,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,43,1.0,2,Pro Football Focus: 1st Team All-NFL
CB,Joe Haden,Rice,CLE,24,3,15,15,0,0,0,0,0,0,0,0,0,0,0,43,0.0,4,Associated Press: 2nd Team All-NFL
CB,Aqib Talib%,,NWE,27,5,13,13,0,0,0,0,0,0,0,0,0,0,0,38,0.0,4,Associated Press: 2nd Team All-NFL
CB,Alterraun Verner,Rice,TEN,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,49,0.0,5,Associated Press: 2nd Team All-NFL
CB,Tim Jennings+,Sanders,CHI,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,49,0.0,4,
CB,Brandon Flowers,Rice,KAN,27,5,13,13,0,0,0,0,0,0,0,0,0,0,0,65,1.0,1,
CB,Antonio Cromartie+,Rice,NYJ,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,35,0.0,3,
SS,Eric Berry,Sanders,KAN,25,3,15,15,0,0,0,0,0,0,0,0,0,0,0,73,3.5,3,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
SS,T.J. Ward+,Sanders,CLE,27,3,16,16,0,0,0,0,0,0,0,0,0,0,0,75,1.5,2,Associated Press: 2nd Team All-NFL
SS,Antrel Rolle+,Rice,NYG,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,80,2.0,6,Associated Press: 2nd Team All-NFL
SS,Kam Chancellor%,,SEA,25,3,16,16,0,0,0,0,0,0,0,0,0,0,0,80,0.0,3,Associated Press: 2nd Team All-NFL
SS,Troy Polamalu%,,PIT,32,10,16,16,0,0,0,0,0,0,0,0,0,0,0,50,2.0,2,
FS,Earl Thomas%,,SEA,24,3,16,16,0,0,0,0,0,0,0,0,0,0,0,78,0.0,5,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 2nd Team All-NFL
FS,Jairus Byrd,Rice,BUF,27,4,11,9,0,0,0,0,0,0,0,0,0,0,0,37,1.0,4,Associated Press: 2nd Team All-NFL
FS,Eric Weddle,Sanders,SDG,28,6,16,16,0,0,0,0,0,2,4,0,0,0,0,88,1.0,2,Associated Press: 2nd Team All-NFL
FS,Donte Whitner+%,,SFO,28,7,16,16,0,0,0,0,0,0,0,0,0,0,0,58,0.0,2,Pro Football Focus: 2nd Team All-NFL
FS,Eric Reid+,Rice,SFO,22,Rook,16,16,0,0,0,0,0,0,0,0,0,0,0,73,0.0,4,
LS,J.J. Jansen,Sanders,CAR,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,
LS,Matt Overton,Rice,IND,28,1,16,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,
K,Justin Tucker,Sanders,BAL,24,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 2nd Team All-NFL
K,Matt Prater%,,DEN,29,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,Associated Press: 2nd Team All-NFL
K,Stephen Gostkowski+,Rice,NWE,29,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
P,Johnny Hekker,Rice,STL,23,1,16,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
P,Brandon Fields,Sanders,MIA,29,6,16,0,0,0,0,0,0,1,0,0,0,0,0,2,0.0,0,Associated Press: 2nd Team All-NFL
PR,Cordarrelle Patterson,Sanders,MIN,22,Rook,16,6,0,0,0,0,0,12,158,3,45,469,4,0,0.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
PR,Dexter McCluster,Rice,KAN,25,3,15,6,0,0,0,0,0,8,5,0,53,511,2,1,0.0,0,Associated Press: 2nd Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 2nd Team All-NFL
ST,Justin Bethel,Rice,ARI,23,1,16,0,0,0,0,0,0,0,0,0,0,0,0,18,0.0,0,Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
ST,Matt Slater,Sanders,NWE,28,5,12,0,0,0,0,0,0,0,0,0,0,0,0,9,0.0,0,
