
Pos,,Conf,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Tkl,Sk,Int,All-pro teams
DT,Geno Atkins,AFC,CIN,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,39,12.5,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
DT,Vince Wilfork%,AFC,NWE,31,8,16,16,0,0,0,0,0,0,0,0,0,0,0,29,3.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
DT,Ndamukong Suh+,NFC,DET,25,2,16,16,0,0,0,0,0,0,0,0,0,0,0,25,8.0,0,Associated Press: 2nd Team All-NFL
DT,Haloti Ngata%,AFC,BAL,28,6,14,14,0,0,0,0,0,0,0,0,0,0,0,33,5.0,0,Associated Press: 2nd Team All-NFL
DT,Justin Smith%,NFC,SFO,33,11,14,14,0,0,0,0,0,0,0,0,0,0,0,47,3.0,0,Associated Press: 2nd Team All-NFL
DT,Gerald McCoy,NFC,TAM,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,23,5.0,0,Pro Football Focus: 2nd Team All-NFL
DT,Kyle Williams+,AFC,BUF,29,6,16,16,0,0,0,0,0,0,0,0,0,0,0,27,5.0,0,
DT,Henry Melton,NFC,CHI,26,3,14,14,0,0,0,0,0,0,0,0,0,0,0,31,6.0,0,
DT,Randy Starks+,AFC,MIA,29,8,16,16,0,0,0,0,0,0,0,0,0,0,0,18,4.5,1,
OLB,Von Miller%,AFC,DEN,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,55,18.5,1,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
OLB,Aldon Smith%,NFC,SFO,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,50,19.5,1,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 2nd Team All-NFL
OLB,Clay Matthews%,NFC,GNB,26,3,12,12,0,0,0,0,0,0,0,0,0,0,0,32,13.0,0,Associated Press: 2nd Team All-NFL
Pro Football Focus: 2nd Team All-NFL
OLB,DeMarcus Ware%,NFC,DAL,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,33,11.5,0,Associated Press: 2nd Team All-NFL
OLB,Chad Greenway+,NFC,MIN,29,5,16,16,0,0,0,0,0,0,0,0,0,0,0,98,3.0,1,Associated Press: 2nd Team All-NFL
OLB,Robert Mathis,AFC,IND,31,9,12,12,0,0,0,0,0,0,0,0,0,0,0,22,8.0,1,
OLB,Anthony Spencer+,NFC,DAL,28,5,14,14,0,0,0,0,0,0,0,0,0,0,0,55,11.0,0,
OLB,Tamba Hali,AFC,KAN,29,6,15,15,0,0,0,0,0,0,0,0,0,0,0,43,9.0,0,
OLB,Justin Houston+,AFC,KAN,23,1,16,16,0,0,0,0,0,0,0,0,0,0,0,53,10.0,1,
OLB,Ryan Kerrigan+,NFC,WAS,24,1,16,16,0,0,0,0,0,0,0,0,0,0,0,42,8.5,1,
ILB,Patrick Willis%,NFC,SFO,27,5,16,16,0,0,0,0,0,0,0,0,0,0,0,88,0.5,2,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
ILB,Jerod Mayo,AFC,NWE,26,4,16,16,0,0,0,0,0,0,0,0,0,0,0,87,3.0,1,Pro Football Focus: 1st Team All-NFL
ILB,NaVorro Bowman%,NFC,SFO,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,96,2.0,1,Associated Press: 1st Team All-NFL
ILB,Daryl Washington+,NFC,ARI,26,2,16,16,0,0,0,0,0,0,0,0,0,0,0,108,9.0,1,Associated Press: 2nd Team All-NFL
Pro Football Focus: 2nd Team All-NFL
ILB,London Fletcher+,NFC,WAS,37,14,16,16,0,0,0,0,0,0,0,0,0,0,0,78,3.0,5,Associated Press: 2nd Team All-NFL
ILB,Derrick Johnson,AFC,KAN,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,110,2.0,0,
CB,Charles Tillman,NFC,CHI,31,9,16,16,0,0,0,0,0,0,0,0,0,0,0,74,0.0,3,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
CB,Champ Bailey,AFC,DEN,34,13,16,15,0,0,0,0,0,0,0,0,0,0,0,61,0.0,2,Associated Press: 2nd Team All-NFL
Pro Football Focus: 2nd Team All-NFL
CB,Tim Jennings,NFC,CHI,29,6,14,14,0,0,0,0,0,0,0,0,0,0,0,55,0.0,9,Associated Press: 2nd Team All-NFL
CB,Antonio Cromartie,AFC,NYJ,28,6,16,16,0,0,0,0,0,0,0,0,1,-2,0,30,0.0,3,Pro Football Focus: 2nd Team All-NFL
CB,Patrick Peterson,NFC,ARI,22,1,16,16,0,0,0,0,0,2,13,0,3,11,0,52,0.0,7,
CB,Johnathan Joseph,AFC,HOU,28,6,14,14,0,0,0,0,0,0,0,0,0,0,0,52,0.0,2,
SS,William Moore+,NFC,ATL,27,3,12,12,0,0,0,0,0,0,0,0,0,0,0,60,1.0,4,
SS,Eric Berry,AFC,KAN,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,73,0.0,1,
SS,LaRon Landry,AFC,NYJ,28,5,16,15,0,0,0,0,0,0,0,0,0,0,0,76,0.0,2,
SS,Donte Whitner%,NFC,SFO,27,6,16,16,0,0,0,0,0,0,0,0,0,0,0,62,0.0,1,
FS,Earl Thomas,NFC,SEA,23,2,16,16,0,0,0,0,0,0,0,0,0,0,0,42,0.0,3,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
FS,Jairus Byrd+,AFC,BUF,26,3,16,16,0,0,0,0,0,0,0,0,0,0,0,53,0.0,5,Associated Press: 2nd Team All-NFL
Pro Football Focus: 1st Team All-NFL
FS,Dashon Goldson%,NFC,SFO,28,5,16,16,0,0,0,0,0,1,31,0,0,0,0,55,0.0,3,Associated Press: 1st Team All-NFL
FS,Thomas DeCoud+,NFC,ATL,27,4,16,16,0,0,0,0,0,0,0,0,0,0,0,62,1.0,6,
FS,Ed Reed%,AFC,BAL,34,10,16,16,0,0,0,0,0,0,0,0,0,0,0,49,0.0,4,
LS,Don Muhlbach,NFC,DET,31,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
LS,John Denney,AFC,MIA,34,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,
K,Blair Walsh,NFC,MIN,22,Rook,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
K,Phil Dawson,AFC,CLE,37,13,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,Associated Press: 2nd Team All-NFL
Pro Football Focus: 2nd Team All-NFL
P,Thomas Morstead,NFC,NOR,26,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,Associated Press: 2nd Team All-NFL
Pro Football Focus: 1st Team All-NFL
P,Dustin Colquitt,AFC,KAN,30,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,Pro Football Focus: 2nd Team All-NFL
KR,Jacoby Jones%,AFC,BAL,28,5,16,3,0,0,0,0,0,1,6,0,30,406,1,1,0.0,0,Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Pro Football Focus: 1st Team All-NFL
KR,Josh Cribbs+,AFC,CLE,29,7,16,2,0,0,0,0,0,6,42,0,7,63,0,8,0.0,0,
KR,Leon Washington,NFC,SEA,30,6,16,0,0,0,0,0,0,23,83,1,4,31,0,0,0.0,0,
ST,Matt Slater,AFC,NWE,27,4,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,Pro Football Writers: 1st Team All-NFL
ST,Lorenzo Alexander,NFC,WAS,29,5,16,0,0,0,0,0,0,0,0,0,0,0,0,34,2.5,0,
