
Pos,,Conf,Tm,Age,Yrs,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Tkl,Sk,Int,All-pro teams
LCB,Champ Bailey+%,AFC,DEN,26,5,16,16,0,0,0,0,0,0,0,0,1,11,0,68,0.0,3,Pro Football Weekly: 1st Team All-Conf.
Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Sporting News: 1st Team All-NFL
FS,Brian Dawkins+%,NFC,PHI,31,8,15,15,0,0,0,0,0,0,0,0,0,0,0,61,3.0,4,Pro Football Weekly: 1st Team All-Conf.
Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Sporting News: 1st Team All-NFL
LG,Alan Faneca+%,AFC,PIT,28,6,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,Pro Football Weekly: 1st Team All-Conf.
Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Sporting News: 1st Team All-NFL
LILB,James Farrior+%,AFC,PIT,29,7,16,16,0,0,0,0,0,0,0,0,0,0,0,65,3.0,4,Pro Football Weekly: 1st Team All-Conf.
Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Sporting News: 1st Team All-NFL
RDE,Dwight Freeney+%,AFC,IND,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,31,16.0,0,Pro Football Weekly: 1st Team All-Conf.
Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Sporting News: 1st Team All-NFL
TE,Antonio Gates+%,AFC,SDG,24,1,15,15,0,0,0,0,0,0,0,0,81,964,13,1,0.0,0,Pro Football Weekly: 1st Team All-Conf.
Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Sporting News: 1st Team All-NFL
LT,Walter Jones+%,NFC,SEA,30,7,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,Pro Football Weekly: 1st Team All-Conf.
Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Sporting News: 1st Team All-NFL
,Shane Lechler+%,AFC,OAK,28,4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,Pro Football Weekly: 1st Team All-Conf.
Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Sporting News: 1st Team All-NFL
QB,Peyton Manning+%,AFC,IND,28,6,16,16,336,497,4557,49,10,25,38,0,0,0,0,0,0.0,0,Pro Football Weekly: 1st Team All-Conf.
Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Sporting News: 1st Team All-NFL
RB,Curtis Martin+%,AFC,NYJ,31,9,16,16,0,0,0,0,0,371,1697,12,41,245,2,3,0.0,0,Pro Football Weekly: 1st Team All-Conf.
Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Sporting News: 1st Team All-NFL
WR,Terrell Owens+%,NFC,PHI,31,8,14,14,0,0,0,0,0,3,-5,0,77,1200,14,1,0.0,0,Pro Football Weekly: 1st Team All-Conf.
Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Sporting News: 1st Team All-NFL
LDE,Julius Peppers+%,NFC,CAR,24,2,16,16,0,0,0,0,0,0,0,0,0,0,0,52,11.0,2,Pro Football Weekly: 1st Team All-Conf.
Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Sporting News: 1st Team All-NFL
SS,Ed Reed+%,AFC,BAL,26,2,16,16,0,0,0,0,0,0,0,0,0,0,0,62,2.0,9,Pro Football Weekly: 1st Team All-Conf.
Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Sporting News: 1st Team All-NFL
RDE,Richard Seymour+%,AFC,NWE,25,3,15,15,0,0,0,0,0,0,0,0,0,0,0,24,5.0,0,Pro Football Weekly: 1st Team All-Conf.
Associated Press: 1st Team All-NFL
Pro Football Writers: 1st Team All-NFL
Sporting News: 1st Team All-NFL
